Temp,E,E^2,E^4,M,M^2,M^4
3.490000,-0.2346862793,0.0550890007,0.0030373066,0.0046096802,0.0000271417,0.0000000015
3.500000,-0.2362579346,0.0558337756,0.0031209270,0.0030227661,0.0000113949,0.0000000002
3.510000,-0.2283531189,0.0521793164,0.0027298368,0.0024993896,0.0000070534,0.0000000001
3.520000,-0.2319900513,0.0538345074,0.0029013692,0.0044296265,0.0000239066,0.0000000009
3.530000,-0.2300529480,0.0529453838,0.0028076722,0.0020935059,0.0000061166,0.0000000001
3.540000,-0.2292251587,0.0525588797,0.0027654932,0.0034866333,0.0000139447,0.0000000002
3.550000,-0.2239082336,0.0501544949,0.0025194141,0.0039398193,0.0000201582,0.0000000006
3.560000,-0.2182250977,0.0476498873,0.0022757415,0.0022842407,0.0000071744,0.0000000001
3.570000,-0.2131347656,0.0454401442,0.0020673077,0.0019729614,0.0000061538,0.0000000001
3.580000,-0.2077400208,0.0431727185,0.0018667703,0.0018035889,0.0000053303,0.0000000001
3.590000,-0.2090820313,0.0437442601,0.0019184853,0.0014877319,0.0000036000,0.0000000000
3.600000,-0.2078689575,0.0432384059,0.0018745526,0.0039260864,0.0000219053,0.0000000012
3.610000,-0.2003326416,0.0401520635,0.0016152090,0.0025497437,0.0000094438,0.0000000002
3.620000,-0.1968025208,0.0387838969,0.0015123797,0.0033996582,0.0000130469,0.0000000002
3.630000,-0.1943092346,0.0377937108,0.0014341823,0.0013183594,0.0000033485,0.0000000000
3.640000,-0.2036598206,0.0414922398,0.0017240736,0.0015991211,0.0000058884,0.0000000001
3.650000,-0.2014358521,0.0405991207,0.0016520431,0.0020462036,0.0000076123,0.0000000002
3.660000,-0.1997001648,0.0399041106,0.0015962178,0.0016937256,0.0000058863,0.0000000001
3.670000,-0.1928894043,0.0372218368,0.0013877953,0.0018081665,0.0000036252,0.0000000000
3.680000,-0.1886436462,0.0355946500,0.0012681521,0.0023315430,0.0000075175,0.0000000001
3.690000,-0.1910484314,0.0365414552,0.0013414230,0.0033996582,0.0000139669,0.0000000003
3.700000,-0.1875404358,0.0351852742,0.0012399469,0.0041076660,0.0000225794,0.0000000008
3.710000,-0.1831741333,0.0335620348,0.0011276409,0.0019821167,0.0000050507,0.0000000000
